"","text","screen_name","user_id","created_at","favorite_count","retweet_count","location","followers_count","friends_count","account_lang","lang"
"1","rosé spent so much time with her family and was really that close to them. i can’t help but feel sad for her seeing that video of her in one of their world tour concert where she broke down crying on stage, she was homesick <U+0001F97A>","etherealse","925743546925170688",2021-03-18 04:46:33,0,0,"",2135,681,NA,"en"
"2","omg wait should i go to harry styles concert in august","Allisyniscool","1294087465821589504",2021-03-18 04:46:21,0,0,"USA ",115,276,NA,"en"
"3","That @Jessiereyez concert was lit. I was vibin the WHOLE time #jamesonconnects","exxsandohhhs","1292628626853318657",2021-03-18 04:46:14,0,0,"San Diego, CA",24,97,NA,"en"
"4","@Starscream35 One Spectrum concert in Philly had this gigantic floating pink pig that blocked the view of half the back balcony for the entire show. Man were they pissed. I think they had to give refunds to like three hundred people <U+0001F923>","RachelDelray","1233459807606263809",2021-03-18 04:46:10,0,0,"Tri-state area. USA",408,441,NA,"en"
"5","yesung swipe up house party mv, donghae swipe up comeback special concert watch again...","haekmei","1208745905614131201",2021-03-18 04:46:09,0,0,"donghae's tiny dimple",77,101,NA,"en"
"6","@AyakoSub the punishment is probably having to read the closing speech at the end of the concert, like in some Roselia lives","KimimaroDuong","1013624864",2021-03-18 04:46:05,0,0,"",12,491,NA,"en"
"7","Justin Bieber: Tiny Desk (Home) Concert https://t.co/xE7kvl6cIB @YouTube<U+3088><U+308A>","weeatass0730","2358167473",2021-03-18 04:45:57,0,0,"WE EAT ASS",2180,2154,NA,"en"
"8","@harrauhld_ @idle_vale @BTSOriented Eww? Delulus?! Like when she said ""meet and greet"" i already know it's fcking fake. BTS don't do meet and greets during concert","Kaypee_est","1181137480550010880",2021-03-18 04:45:56,0,0,"",13,31,NA,"en"
"9","@yukheisnanon HI BB ITS NOT UR BDAY HERE FOR ANOTHER FEW MIN BUT ILY HAPPY BIRTHDAYYYY our lil unboxing facetimes are always so fun i enjoy them a lot <U+0001F495><U+0001F495><U+0001F495> hope we can see go to another concert together in the future <U+0001F97A><U+0001F97A> hope ur bday is amazing and fun and the bestest ever","10PTAP","1255241423575810049",2021-03-18 04:45:56,0,0,"he/him <U+263E> gprb",627,547,NA,"en"
"10","does anyone know what time the tbz concert thing for kcon starts","10PTAP","1255241423575810049",2021-03-18 01:59:41,1,0,"he/him <U+263E> gprb",627,547,NA,"en"
"11","All gathering to party (NO)
Let's go to a concert (NO)

Not wearing a mask - HEY
THAT'S NONSENSE","Lilli_Reis","199502202",2021-03-18 04:45:53,0,0,"Brasil",486,516,NA,"en"
"12","Justin Bieber Peaches (Tiny Desk Concert Live) https://t.co/zoiC5XeII0 via @YouTube 
the way Im suddenly inlove w JB","Bellalemus4","869379575691726850",2021-03-18 04:45:49,0,0,"",10,82,NA,"en"
"13","Imagine BamBam being 1 of the big artists to come for his concert... hahahaha don't mind my brain thinking excessively far #<U+0E0A><U+0E48><U+0E2D><U+0E07><U+0E2A><U+0E32><U+0E21><U+0E04><U+0E23><U+0E31><U+0E1A><U+0E01><U+0E25><U+0E31><U+0E1F><U+0E21><U+0E32><U+0E41><U+0E25><U+0E49><U+0E27>","Mgmg_vm","956807693037170688",2021-03-18 04:45:41,0,0,"",2,42,NA,"en"
"14","""ad:"" Vintage Journey Concert Baseball Shirt X-Large Escape Tour 1982 https://t.co/8TryxNbFpm","XenaGifts","1362461193391255559",2021-03-18 04:14:32,0,0,"USA",69,54,NA,"en"
"15","""ad:"" Van Halen Tour Of The World 1984 Samurai Concert T-Shirt Unisex Cotton All Size https://t.co/nvjz6tyBWG","XenaGifts","1362461193391255559",2021-03-18 03:46:11,0,0,"USA",69,54,NA,"en"
"16","""ad:"" Vintage Reo Speedwagon Styx 2000 Tour T-Shirt Sz 2XL Black Concert Tee https://t.co/HCf6NJuCGq https://t.co/oBTxktUhiF","XenaGifts","1362461193391255559",2021-03-18 02:17:32,0,0,"USA",69,54,NA,"en"
"17","""ad:"" Johny Cash Vintage T shirt Women Men concert small Band tour Rare Cotton https://t.co/4vxWn4axSK https://t.co/4WeShtzbAp","XenaGifts","1362461193391255559",2021-03-17 22:51:36,0,0,"USA",69,54,NA,"en"
"18","Concert streaming site MySongbird seeks $5m in crowdfunding New rules on equity crowdfunding in the US will allow startups to raise up to $5m a year from ‘non-accredited’... - https://t.co/1KVzrg2mJN https://t.co/5DQOvC81oj","XenaGifts","1362461193391255559",2021-03-17 23:49:20,0,0,"USA",69,54,NA,"en"
"19","""ad:"" ANDRE 3000 T-SHIRT outkast vtg rap wu tang concert tour astroworld T-Shirt S-3XL https://t.co/vksozcReiv https://t.co/xkQLcvezQQ","XenaGifts","1362461193391255559",2021-03-18 02:46:37,0,0,"USA",69,54,NA,"en"
"20","""ad:"" vintage the rolling stones shirt adult large 2002 2003 world tour concert rare https://t.co/KW4wYX8HdL https://t.co/jCTCSs2bRe","XenaGifts","1362461193391255559",2021-03-17 21:28:33,0,0,"USA",69,54,NA,"en"
"21","""ad:"" Vintage 80s Robert Plant ""The Principle of Moments"" Concert Tour T-Shirt 1983 LG https://t.co/bxdDY6i463 https://t.co/amfS9rBtov","XenaGifts","1362461193391255559",2021-03-18 00:21:32,0,0,"USA",69,54,NA,"en"
"22","""ad:"" Kid Rock Rock &amp; Roll Revival tour concert t shirt https://t.co/ieNXNNKQcB https://t.co/Xpfxs2eUlX","XenaGifts","1362461193391255559",2021-03-18 00:48:33,0,0,"USA",69,54,NA,"en"
"23","""ad:"" Van Halen Rare Reprint 1981 Fair Warning Worldwide Tour Concert T-Shirt https://t.co/KdxMeXopWl","XenaGifts","1362461193391255559",2021-03-18 04:45:33,0,0,"USA",69,54,NA,"en"
"24","""ad:"" VINTAGE 1988 Ozzy Osbourne Concert T-Shirt Original ""No Rest For The Wicked"" LG https://t.co/VOq9MX4mHL https://t.co/700l08zC00","XenaGifts","1362461193391255559",2021-03-18 01:19:32,0,0,"USA",69,54,NA,"en"
"25","""ad:"" Journey Departure Vintage Album Cover Rock Band Tour Concert Merch - FREE SHIP https://t.co/zYgHCQfDXR https://t.co/8SygbKIX8p","XenaGifts","1362461193391255559",2021-03-18 01:48:12,0,0,"USA",69,54,NA,"en"
"26","""ad:"" The Rolling Stones, 1978 US Tour Tongue, Rock Band Concert Black T-shirt S-5XL https://t.co/7llvYVFwuZ https://t.co/2sLvH2uBT4","XenaGifts","1362461193391255559",2021-03-17 21:53:03,0,0,"USA",69,54,NA,"en"
"27","""ad:"" Men's Vintage George Strait Cowboy Rides Away 2014 Blue Concert T-Shirt XL https://t.co/cWWjh7kil9 https://t.co/kslmLIONkq","XenaGifts","1362461193391255559",2021-03-17 22:25:04,0,0,"USA",69,54,NA,"en"
"28","""ad:"" Melissa Etheridge Speak True Concert 1994 Shirt Vintage Size X-Large https://t.co/r7w3SWfOyR https://t.co/ysX7OGnpVn","XenaGifts","1362461193391255559",2021-03-17 23:50:06,0,0,"USA",69,54,NA,"en"
"29","@lwtxfaraway idk i was thinking he might add 2 dates at max and I was thinking mainly banglaroe ya hyd because most (good :3) concerts happen there only, even goa (sunburn yknow?) delhi kolkata toh I dont think are concert cities tbh but idk.","LUSHLWT91","1337006345183141889",2021-03-18 04:45:29,0,0,"only louis",961,397,NA,"en"
"30","@marion___EXOLMG he’s gonna have a concert <U+0001F62D><U+0001F62D><U+0001F62D> rapper Gulf Kanawut really coming thru <U+0001F920>","mewkanatouch","1257962857284530182",2021-03-18 04:45:29,0,0,"Philippines",3317,352,NA,"en"
"31","If we get it to 15M by next week instead of 10M, can we get a free online concert please? @SJofficial  15M for SUJU's 15 years. Yes? If free is impossible, maybe 15,000KRW ticket price. That's doable right?
#SUPERJUNIOR
#<U+C288><U+D37C><U+C8FC><U+B2C8><U+C5B4>","fangirlCarls","1001331926265872385",2021-03-18 04:45:27,0,0,"",438,128,NA,"en"
"32","@AskrsOtherTrio Dorothea was excited to see the concert hall as she was being led there by him.","BestGirlMari","1291473465015283712",2021-03-18 04:45:19,0,0,"",591,1117,NA,"en"
"33","@ENHYPEN_members schedule 
<U+0001F4C5> Mar 27, 2021 
<U+0001F559> 9 PM KST 
(Concert, Meet &amp; Greet) https://t.co/nMqx6kgGiY","fionna_aaa","1335829077056360448",2021-03-18 04:45:18,0,0,"<U+C5D4><U+D558><U+C774><U+D508> |fan acc",317,447,NA,"en"
"34","LOVE YOURSELF CONCERT in Fukuoka - LEMON - JUNGKOOK  

<U+0001F49C><U+0001F49C><U+0001F49C><U+0001F49C> #PurpleForBTS <U+0001F49C><U+0001F49C><U+0001F49C><U+0001F49C>
 https://t.co/6LqjX2deqf","zuyuuB","854119508797272064",2021-03-18 04:45:12,0,0,"20s | she/her",512,334,NA,"en"
"35","SUCH BRILLIANT NEWS! THE TICKETS FOR HIS SOLO CONCERT ARE NOW SOLD OUT! CONGRATULATIONS DEREK! FOR THOSE ARE GOING ARE IN  TREAT FOR A SPECTACULAR SHOW! <U+0001F60A> https://t.co/L6wge7ZP5p","DerekKlenaDaily","962116600060088320",2021-03-18 04:45:02,0,0,"",421,484,NA,"en"
"36","1994   Tupac Interview  Pain Concert   Arsenio Hall https://t.co/Qnvean8KCx via @YouTube","Aaliyahluv","99559437",2021-03-18 04:45:02,0,0,"washington dc",319,1117,NA,"en"
"37","2Pac - Full Live Concert at The House of Blues (1996) HQ [NAPISY PL] https://t.co/4r6Hf885ss via @YouTube","Aaliyahluv","99559437",2021-03-18 04:32:45,0,0,"washington dc",319,1117,NA,"en"
"38","@Acidic_Blonde When i was a teenager, I saw Keith Moon play drums for The Who, in concert. 
<U+0001F9D0> Please tell me you know who that is!","Sea_hag_","447712806",2021-03-18 04:44:52,0,0,"Hope ",340,749,NA,"en"
"39","pentagon, i remember they were punching it during the concert https://t.co/fSQEdmJv80","bibiwoodz","1364629054943621120",2021-03-18 04:44:50,0,0,"<U+BE44><U+BE44>",83,166,NA,"en"
"40","Fun fact @wabungy is getting a private lip sync karaoke concert from me","criminalmindz","1361519051906801664",2021-03-18 04:44:50,2,0,"It/that/moon",132,225,NA,"en"
"41","HEP autocorrect messed up my tweet so I’m rewriting it
Missing my Shakira concert right about now <U+0001F615>","criminalmindz","1361519051906801664",2021-03-18 03:32:11,1,0,"It/that/moon",132,225,NA,"en"
"42","i don’t think anything will beat my all time low concert, it was my first ever concert, we got ga tickets and somehow got to barrier on the right side, it was amazing https://t.co/W0PX17jmqb","THEBL00DG0D","968919552452153344",2021-03-18 04:44:39,0,0,"they/he bee/bees | 17",810,692,NA,"en"
"43","Get to do my tiny desk concert review paper soon very excited","namjjuni","721841134926868481",2021-03-18 04:44:38,0,0,"<U+D0DC><U+D604> <U+2661>",225,347,NA,"en"
"44","Judging from today, hanbin’s first concert is gonna be a blood bath","rudequail","1056703527995633664",2021-03-18 04:44:32,1,2,"",2264,393,NA,"en"
"45","@alexgeode @MisterJHuffman @311 @paparoach @Unwritten_Law They were my first and so far only concert I've been to lol","ashtothelayy","72637893",2021-03-18 04:44:31,0,0,"Alberta, Canada",163,217,NA,"en"
"46","I listened to a couple of dj sets on Twitch tonight and they both played exactly my kind of music. It broke something inside me. Something cracked open. I’ve been telling myself that I don’t miss live music, but oh my god. I’m going to cry when I go to a concert next.","cardassianv0le","43144049",2021-03-18 04:44:27,0,0,"Portland, OR",1204,646,NA,"en"
"47","The 2nd concert at The Roxy
I am in love with Adam’s voice on this song
Here’s - Runnin
@DanielleVella5 https://t.co/pONtupz9ex","PrncessDsturbia","1175669618196799488",2021-03-17 22:07:59,2,0,"New York, USA",213,256,NA,"en"
"48","Everyone that I’ve heard from that attended this 2 hour concert in the rain has said it was phenomenal!
@QueenWillRock
 https://t.co/k6gcnuF7Z6","PrncessDsturbia","1175669618196799488",2021-03-18 04:44:21,0,0,"New York, USA",213,256,NA,"en"
"49","Great close up, Adam looking amazing, as always.
Concert #2
Here’s - SuperPower
@4Gelly
 https://t.co/uCO09LYwQP","PrncessDsturbia","1175669618196799488",2021-03-18 02:18:51,1,0,"New York, USA",213,256,NA,"en"
"50","Still need that LA concert @PDE_YOUNGNUDY","Chad_Griffeyjr","176565242",2021-03-18 04:44:14,0,0,"",451,397,NA,"en"
"51","@chelseabird09 I have it stuck in my head now, gotta find that concert -- I think they played with BWitched that night so WOW, we full circled back to Ireland.","thatchelseagirl","86430029",2021-03-18 04:44:13,1,0,"",1219,624,NA,"en"
"52","@Natt2Rain @blue12386258044 @leouchusero @KtxPH I watch regine’s concert VIP","mgko98973323","1268282131614064640",2021-03-18 04:44:11,0,0,"",1,64,NA,"en"
"53","NPR is wild, I've never once been sitting down at a tiny desk and thought ""whoa, this would be an incredible place for a concert""","chadopitz","278770142",2021-03-18 04:44:09,4,0,"San Francisco, CA",17968,15865,NA,"en"
"54","@daddyftlwt what louis concert...","louzuardi","1115581123877191680",2021-03-18 04:44:09,0,0,"she/her ; 18",3454,1088,NA,"en"
"55","ever been to a concert?","hsoool3","1348593457489653762",2021-03-18 04:44:09,0,0,"<U+0001F1E6><U+0001F1EA>/<U+0001F1EC><U+0001F1E7>",298,253,NA,"en"
"56","@cat_magic3 @MommaTwexy @OtraVez70 @AndyBiography @MariahGibb @Marygibb_ @ConcepcinPortu1 @DarlingMine17 @gail_simonton @universo2012 Yes I have seen her in concert twice once in new York and once in Germany","bonnietylerfan5","4223679317",2021-03-18 04:44:06,1,0,"",170,714,NA,"en"
"57","@sagarikaghose Endless bouts of intellectualism will not WHITEWASH sins..Keep it Simple. Out of FEAR journalists REFUSE to state that ""regime refuses to listen to people's cry- they just malign protesters, inject violence &amp; crushes it. Institutions just work in concert. https://t.co/bu8OyaFd3x","cherukoth","2234702552",2021-03-18 04:43:54,0,0,"Shuttling around-mainly S Indi",37,105,NA,"en"
"58","I hope the city open back up soon I’m due for a good ass concert<U+0001F4AF>","Aye_Nikkk","317973574",2021-03-18 04:43:49,0,0,"",324,348,NA,"en"
"59","my all time low concert was my favorite. their energy is fucking amazing &amp; seeing missing you live was one of the best experiences ive ever had https://t.co/v6JqE4IdOt","404mads","1295058413114859521",2021-03-18 04:43:41,0,0,"she/they • 17 • est ",1418,1869,NA,"en"
"60","@andrewreedglenn Killswitch Engage the one time they went to Hawaii. The concert was the night before we were supposed to leave and I was on startup duty.","ThaDrkness","1079050154844536833",2021-03-18 04:43:40,0,0,"Florida, USA",128,410,NA,"en"
"61","I can’t stop listening to this song can i see them in concert plz https://t.co/HwL1g0Juf0","Jiminxoxx","1098818753255653377",2021-03-18 04:43:36,2,0,"Lost in the Galaxy",7283,7530,NA,"en"
"62","When they sang Farewell My Love on their concert. I felt every weight of his voice and feelings in his second verse it became my fave part of the song https://t.co/sbniIHOt6Z","_Ktwlxhy","1290839531428577280",2021-03-18 04:43:28,0,0,"Qian Kun, and Qian Kun only",122,164,NA,"en"
"63","@ybeitollahi @johnpavlovitz I got to see Prince at the Hollywood Bowl. My number one concert moment was the entire crowd singing Purple Rain, still to this day.","secretsugrdaddy","130086078",2021-03-18 04:43:12,0,0,"los angeles",1373,1967,NA,"en"
"64","@JDonaldson_art A couple of pictures from folk-rock festival here in Lithuania. This huge wheel from hay was like a symbol of the wheel of the year and it was lit on fire during the night's concert. The misty dusk forest. Overgrown hill near our home overlooking the city and favorite rowan tree. https://t.co/N3yI9yBErV","aisute","113472182",2021-03-18 04:43:08,0,0,"Vilnius, Lithuania",340,1568,NA,"en"
"65","Ben Wade Band has a show on 03/19/2021 at 09:00 PM @ Dunwoody Tavern in Dunwoody, GA https://t.co/3OIpi4JpvI #concert https://t.co/O7H5oKTJso","BenWadeBand","17723993",2021-03-18 04:43:00,0,0,"Atlanta, Georgia",65,41,NA,"en"
"66","Oh shit Justin Bieber’s tiny desk concert is so good","AustinBassi","1263057656",2021-03-18 04:42:59,1,0,"",136,466,NA,"en"
"67","@tpwkcaley I feel like my brother secretly took me to a big time rush concert but im not sure","KIWI_MEDICINE13","1332188160961310721",2021-03-18 04:30:41,1,0,"Beachwood Cafe",1808,1489,NA,"en"
"68","Going to a concert https://t.co/PFxHGHXO7r","KIWI_MEDICINE13","1332188160961310721",2021-03-18 04:42:55,0,0,"Beachwood Cafe",1808,1489,NA,"en"
"69","BE CAREFUL GUYS! my friend had two justin bieber concert tickets and someone broke his window and left three more <U+0001F622><U+0001F623> https://t.co/OekEDw0sHm","falseofmygod","1203202404730015744",2021-03-18 04:42:53,6,2,"<U+0001F3F3><U+FE0F><U+200D><U+0001F308>",1516,1176,NA,"en"
"70","Guess who has a whole concert video with them to watch but cant watch because of exams<U+0001F642> https://t.co/ZlIbCRxXS3","slayedvantae","1262056104512466944",2021-03-18 04:42:53,0,0,"<U+0001F6AB> repost",850,876,NA,"en"
"71","i wanna go to a concert so bad that i’m literally gonna figure out how to get a passport and money to go to ireland for an inhaler show","kickbackoscar","1105677503459405824",2021-03-18 04:42:50,0,0,"she/her - 21",253,250,NA,"en"
"72","i had another dream were a.c.e doing concert <U+0001F622> 
sad really sad","sehnismile","1054995307",2021-03-18 04:42:49,0,0,"sehyoon's heart<U+3163>she/her",1031,366,NA,"en"
"73","REQUEST #KingandPrince
@MTV #FridayLivestream  
Cinderella girl / koi-wazurai / I promise / Mazy  Night / Bounce / &amp;LOVE King&amp;Prince Johnny's  from Japan <U+0001F451><U+0001F337>

King &amp; Prince<U+300C>King &amp; Prince CONCERT TOUR 2020 <U+301C>L&amp;<U+301C><U+300D>SPOT https://t.co/b55AY5LdW9 via @YouTube","HoneyHoneytan12","1251995515358609408",2021-03-18 04:42:47,1,0,"",73,35,NA,"en"
"74","I would pay Niall horan $1000 to wear that Christian McCaffrey jersey he got at the Charlotte Concert","sarah_dandyy","515982047",2021-03-18 04:42:43,0,0,"tired & hungry",42,258,NA,"en"
"75","i just wanna mosh pit in a travis scott concert","gearsss_","603851694",2021-03-18 04:42:42,0,0,"",1089,627,NA,"en"
"76","@Cuntabulousness You can join my crew. May 24 I believe. My wife is not metal, but she would join for a Corey concert. Free place to stay","chief_branzig","309816058",2021-03-18 04:42:37,0,0,"North Texas",1155,1993,NA,"en"
"77","— @OfStormyDays —

Pietro had sped around New York in search of things to do, finding a bar in Queens. There was a band putting on a concert, so Pietro slipped his way in to watch.

He was immediately drawn to the lead singer, who also played the bass. https://t.co/8IZ9AgeVd3","QUICKENEDPACE","1145130738125344771",2021-03-18 04:42:33,0,0,"MV. MS. MARVEL RP.",342,368,NA,"en"
"78","daftar subject mcm beli exo concert ticket","meanieemoe","984796778",2021-03-18 04:42:32,0,0,"",606,217,NA,"en"
"79","YALLL THEY ARE SINGING DYNAMITE. ITS A FREE CONCERT <U+0001F49E><U+0001F64F><U+0001F62D>","soobinstudio","247507627",2021-03-18 04:42:22,0,0,"Dallas, TX",272,891,NA,"en"
"80","Love streaming getting sold out in 1 hr  <U+0001F480><U+0001F480> flashback when iKON had a concert here and the vip tickets were sold out within 5 mins help <U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D>","monniekonnie","978981353923387394",2021-03-18 04:42:20,1,1,"23 Filo",646,639,NA,"en"
"81","I was weirdly in a really bad mood today and now I know why cause 6 year ago today was zayn’s last concert with 1d 
Now I’m even sadder goodbye","28goldenivy","1310417046165880832",2021-03-18 03:47:35,43,5,"you stand as tall as your tower in my mind’s eyes, a guiding light, a call home",10129,5867,NA,"en"
"82","@WALLSXXEVERMORE Zayn’s last concert with 1d :(","28goldenivy","1310417046165880832",2021-03-18 04:42:10,1,0,"you stand as tall as your tower in my mind’s eyes, a guiding light, a call home",10129,5867,NA,"en"
"83","if @ladygaga came to detroit for a concert i would pay millions for that shi","angela_wegmann","3425089197",2021-03-18 04:42:01,1,1,"Michigan ",464,367,NA,"en"
"84","jonghyun having his own little concert in the car while other shinee members sit in silence in the back https://t.co/vPA4Y4zh3J","jjongthing","1358174962335555587",2021-03-18 04:42:00,35,16,"credit to owners <U+2661>",1524,39,NA,"en"
"85","15!! I’m now 23, best decision of my life got see them in concert and actually go to a meet and greet when I was 17<U+0001F97A><U+0001F49C> https://t.co/TonAhe9HSr","Keyyyayo","3142759627",2021-03-18 04:41:54,1,0,"MHA Nation",317,408,NA,"en"
"86","Depression keeps nagging at my mind tonight.
So I'm watching some concert films.

At least I got some work done today, that's a plus.","VioletWolfieG","1267086688167137283",2021-03-18 04:41:51,0,0,"",88,44,NA,"en"
"87","imagine going to a soad concert in 2009 id literally combust this is the only time i'll b jealous of m*illenials","biigheaded","2721450148",2021-03-18 04:41:51,0,0,"dmv <U+0001F1E6><U+0001F1F2> she/her !!!!!",490,928,NA,"en"
"88","does anyone have the clip of duke saying he wants to see shawn mendes in concert?","WILLYSWIFEE","1280631835047968768",2021-03-18 03:55:08,2,0,"dukes sweaty knees",316,239,NA,"en"
"89","can someone please send me the clip of duke saying he wants to see shawn in concert? it’s important","WILLYSWIFEE","1280631835047968768",2021-03-18 04:41:50,0,0,"dukes sweaty knees",316,239,NA,"en"
"90","zayn is doing a concert called ""everyone is watching"" lol smart","aIongthecoast","1294061660701827073",2021-03-18 04:41:47,0,0,"along the coast.",130,90,NA,"en"
"91","#Cancionesdeminoche  Anderson .Paak &amp; The Free Nationals: NPR Music Tiny Desk Concert https://t.co/ZWG7XS53Qb","HumbertoSanchez","52979321",2021-03-18 04:41:45,0,0,"Caracas",3951,4582,NA,"en"
"92","<U+0001F5D3> 18/3 Mcountdown (6pm kst)
<U+0001F5D3> 20/3 MBC Music Core (3:40pm kst)<U+0001F195>
<U+0001F5D3> 21/3 KCON:TACT Concert/Meet&amp;Greet
<U+0001F5D3> 21/3 SBS Inkigayo (3:50pm kst)
<U+0001F5D3> 21/3 MBC FM4U Jun Hyosung’s Dreaming Radio (8pm kst)
<U+0001F5D3> 23/3 SBS The Show (6pm kst)
<U+0001F5D3> 24/3 MBC Show Champion (6pm kst) https://t.co/7GARHY4Mh6","woodzaugust","1276066872132161537",2021-03-18 04:41:39,5,6,"<U+0001F515> | fan account ",2227,211,NA,"en"
"93","okay so we got that stimmy check and no @ArianaGrande concert to spend it on,,","bxeathin","1371086181274898432",2021-03-18 04:41:38,0,0,"",21,41,NA,"en"
"94","@Gulfphoria @gulfkanawut That's was totally me, 2 years ago missing one day for a concert","Vanessa35012883","1273489098653806593",2021-03-18 04:41:34,0,0,"",114,88,NA,"en"
"95","idk dog names (there are soooo many I can hardly keep track of the two I have living with me!) but the white pup has popped up and is looking over at teh crowd like a kindergartner at the school Christmas concert ""HAI MOM AND DAD!"" lol #Iditarod2021 https://t.co/z6ElZ8DwAx","tonichelleak","145537458",2021-03-18 04:41:26,14,1,"Kenai, AK",2695,1529,NA,"en"
"96","How can the unit stage hasn't viral yet, like every unit stage from the concert day 1 DESERVE TO GET VIRAL","ahnbluejinnie","1270050429519323136",2021-03-18 04:41:22,0,0,"she/her ",374,312,NA,"en"
"97","wow 6M views <U+0001F633> this reminds me of the hanryang streaming OMG (label, promise us a free concert juseyo)","loveryeonggu","1282578319008038913",2021-03-18 04:41:21,22,1,"<U+B824><U+C6B1><U+C774><U+C758> <U+C544><U+C9C0><U+D2B8>",2016,205,NA,"en"
"98","Next we getting an online concert iktr https://t.co/QOnR7DMWnZ","CyaniZayni","3145209183",2021-03-18 04:41:19,6,0,"",1163,1824,NA,"en"
"99","Kid: mom can I go to the playboy carti concert 

Mom: we have play boy carti at home

Playboy carti at home: https://t.co/PQigsY58ZU","toasted37588303","1256020803910500352",2021-03-18 04:41:18,0,0,"",15,433,NA,"en"
"100","the way i used to like him and went to his concert<U+0001F61E><U+0001F932><U+0001F3FC> https://t.co/ZCnRzc6tle","jherizaa","1079043687609298944",2021-03-18 04:41:15,0,0,"",76,61,NA,"en"
"101","@lourrygay LOUIS CONCERT RN LOOK AT HOW CLOSE HE IS TO ME  https://t.co/uiTgQvIMWW","daddyftlwt","2553347208",2021-03-18 02:13:16,1,0,"to tell the truth,
im tired of falling, when im floating im closer to you.",893,810,NA,"en"
"102","@1989L0UIE omg good luck with your homeworks and IM mentally at a louis concert rn <U+0001F60B>","daddyftlwt","2553347208",2021-03-18 01:57:31,0,0,"to tell the truth,
im tired of falling, when im floating im closer to you.",893,810,NA,"en"
"103","oomf not being supportive the fact that im mentally at a louis concert rn??? https://t.co/yAO5COqPZL","daddyftlwt","2553347208",2021-03-18 02:17:59,0,0,"to tell the truth,
im tired of falling, when im floating im closer to you.",893,810,NA,"en"
"104","@louzuardi im feeling good i just had a louis concert earlier","daddyftlwt","2553347208",2021-03-18 04:41:11,0,0,"to tell the truth,
im tired of falling, when im floating im closer to you.",893,810,NA,"en"
"105","So, Gulf's CH3 project now:

-Gulf The Next Stage (concert): 2nd April (with 3 well-known guest). Live streaming via CH3 Plus Premium 
- 2 Big lakorn! 

#GulfKanawut
#<U+0E0A><U+0E48><U+0E2D><U+0E07><U+0E2A><U+0E32><U+0E21><U+0E04><U+0E23><U+0E31><U+0E1A><U+0E01><U+0E25><U+0E31><U+0E1F><U+0E21><U+0E32><U+0E41><U+0E25><U+0E49><U+0E27>","tharaa93_","1190078425853095936",2021-03-18 04:40:59,8,6,"",3232,419,NA,"en"
"106","CH3 Plus Moment
""Gulf The Next Stage"" is a CONCERT !!! 

#<U+0E0A><U+0E48><U+0E2D><U+0E07><U+0E2A><U+0E32><U+0E21><U+0E04><U+0E23><U+0E31><U+0E1A><U+0E01><U+0E25><U+0E31><U+0E1F><U+0E21><U+0E32><U+0E41><U+0E25><U+0E49><U+0E27> #GulfKanawut
 https://t.co/BNfBJxGFmg","tharaa93_","1190078425853095936",2021-03-18 01:03:19,25,21,"",3232,419,NA,"en"
"107","My wishlist, physically attend IZ*One concert at least once! 

#IZONETheReasonWeExist https://t.co/2L7Lr8yPKt","xxloh","218845880",2021-03-18 04:40:56,0,2,"",333,649,NA,"en"
"108","live stream link hard to find &gt; live stream link found but its done copyrighted &gt; new link arrises &gt; its an old concert &gt; stream gets suspended like 1 and a half song in

classic fall out boy fandom bullshit","jtrohsnuffilm","1360649024534163458",2021-03-18 00:12:35,1,1,"stormy. they/he/she :) i am 19",33,63,NA,"en"
"109","Ok so do we want fob to sue because there was SUPPOSED to be an actual live concert???","jtrohsnuffilm","1360649024534163458",2021-03-18 04:40:47,0,0,"stormy. they/he/she :) i am 19",33,63,NA,"en"
"110","HardWired has a show on 03/19/2021 at 09:00 PM @ Ridge Runners Bar &amp; Grill in Oak Ridge, TN https://t.co/GBisCnHt2k #concert https://t.co/tC63AHoc49","HardWiredTN","1205480088",2021-03-18 04:40:28,0,0,"Knoxville, TN",44,37,NA,"en"
"111","@sheisdidii I’m supposed to attend exoluxion but then got class that day so sad<U+0001F62D><U+0001F62D><U+0001F62D> hopefully i can attend at least one of their concert tour pls<U+0001F97A>","sarawatinemy","1256920623105765377",2021-03-18 04:40:27,0,0,"bkk",842,583,NA,"en"
"112","OOMF IS SEEING WEEZER IN CONCERT https://t.co/yAxWGIPdqO","1N3V3RT0LDY0U","1307096129759309824",2021-03-18 04:40:26,1,0,"neos only + check pronouny",295,703,NA,"en"
"113","WAIT HOLD THE FVCK UP?! WOOYOUNG MENTIONED ON HIS VIDEO MESSAGE FOR NIZIU THAT THEY'LL SEE EACH OTHER AT JYPNATION. BRO MY HOPES OF GETTING ANOTHER JYPNATION CONCERT <U+0001F4C8><U+0001F4C8><U+0001F4C8>","bizzleari0108","1068535018543181824",2021-03-18 04:40:19,0,0,"The world",83,339,NA,"en"
"114","@opieatlaw And also yes, this was all due to post Taylor Swift concert traffic","Juris_Dogtor","189586186",2021-03-18 04:40:12,0,0,"The Menagerie ",485,1627,NA,"en"
"115","@revelsjoy Yeah, i was productive enough there. Of course i miss you guys. I wish SM would hold a concert for us in the near time bcs i missed the last one.","dokkyungsou","1290580836618612736",2021-03-18 04:40:09,0,0,"#BWCW",24,63,NA,"en"
